Date,Region,Admissions,TestPositivity,Beds,ICU,Confirmed,Deaths,People_Tested
2020-03-18,Greene,,,,,0.0,0.0,0.0
2020-03-18,Grundy,,,,,0.0,0.0,0.0
2020-03-18,Hamilton,,,,,0.0,0.0,0.0
2020-03-18,Hancock,,,,,0.0,0.0,0.0
2020-03-18,Kankakee,,,,,0.0,0.0,0.0
2020-03-18,Henderson,,,,,0.0,0.0,0.0
2020-03-18,Henry,,,,,0.0,0.0,0.0
2020-03-18,Iroquois,,,,,0.0,0.0,0.0
2020-03-18,Jackson,,,,,0.0,0.0,0.0
2020-03-18,Jasper,,,,,0.0,0.0,0.0
2020-03-18,Jefferson,,,,,0.0,0.0,0.0
2020-03-18,Jersey,,,,,0.0,0.0,0.0
2020-03-18,Jo Daviess,,,,,0.0,0.0,0.0
2020-03-18,Johnson,,,,,0.0,0.0,0.0
2020-03-18,Kane,,,,,4.0,0.0,0.0
2020-03-18,Edwards,,,,,0.0,0.0,0.0
2020-03-18,Hardin,,,,,0.0,0.0,0.0
2020-03-18,Edgar,,,,,0.0,0.0,0.0
2020-03-18,Champaign,,,,,1.0,0.0,0.0
2020-03-18,Douglas,,,,,0.0,0.0,0.0
2020-03-18,Kendall,,,,,2.0,0.0,0.0
2020-03-18,Illinois,,,,,288.0,1.0,0.0
2020-03-18,Chicago,,,,,0.0,0.0,0.0
2020-03-18,Suburban Cook,,,,,0.0,0.0,0.0
2020-03-18,Adams,,,,,0.0,0.0,0.0
2020-03-18,Alexander,,,,,0.0,0.0,0.0
2020-03-18,Bond,,,,,0.0,0.0,0.0
2020-03-18,Boone,,,,,0.0,0.0,0.0
2020-03-18,Brown,,,,,0.0,0.0,0.0
2020-03-18,Bureau,,,,,0.0,0.0,0.0
2020-03-18,Calhoun,,,,,0.0,0.0,0.0
2020-03-18,Carroll,,,,,0.0,0.0,0.0
2020-03-18,Cass,,,,,0.0,0.0,0.0
2020-03-18,Christian,,,,,0.0,0.0,0.0
2020-03-18,Clark,,,,,0.0,0.0,0.0
2020-03-18,Clay,,,,,0.0,0.0,0.0
2020-03-18,Clinton,,,,,3.0,0.0,0.0
2020-03-18,Coles,,,,,0.0,0.0,0.0
2020-03-18,Cook,,,,,178.0,1.0,0.0
2020-03-18,Crawford,,,,,0.0,0.0,0.0
2020-03-18,Cumberland,,,,,1.0,0.0,0.0
2020-03-18,DeKalb,,,,,0.0,0.0,0.0
2020-03-18,De Witt,,,,,0.0,0.0,0.0
2020-03-18,DuPage,,,,,45.0,0.0,0.0
2020-03-18,Knox,,,,,0.0,0.0,0.0
2020-03-18,Lake,,,,,18.0,0.0,0.0
2020-03-18,Woodford,,,,,1.0,0.0,0.0
2020-03-18,Randolph,,,,,0.0,0.0,0.0
2020-03-18,Richland,,,,,0.0,0.0,0.0
2020-03-18,Rock Island,,,,,0.0,0.0,0.0
2020-03-18,St. Clair,,,,,3.0,0.0,0.0
2020-03-18,Saline,,,,,0.0,0.0,0.0
2020-03-18,Sangamon,,,,,3.0,0.0,0.0
2020-03-18,Schuyler,,,,,0.0,0.0,0.0
2020-03-18,Scott,,,,,0.0,0.0,0.0
2020-03-18,Shelby,,,,,0.0,0.0,0.0
2020-03-18,Stephenson,,,,,0.0,0.0,0.0
2020-03-18,Tazewell,,,,,0.0,0.0,0.0
2020-03-18,Union,,,,,0.0,0.0,0.0
2020-03-18,Vermilion,,,,,0.0,0.0,0.0
2020-03-18,Wabash,,,,,0.0,0.0,0.0
2020-03-18,Warren,,,,,0.0,0.0,0.0
2020-03-18,Washington,,,,,0.0,0.0,0.0
2020-03-18,Wayne,,,,,0.0,0.0,0.0
2020-03-18,White,,,,,0.0,0.0,0.0
2020-03-18,Whiteside,,,,,1.0,0.0,0.0
2020-03-18,Will,,,,,3.0,0.0,0.0
2020-03-18,Williamson,,,,,0.0,0.0,0.0
2020-03-18,Winnebago,,,,,1.0,0.0,0.0
2020-03-18,LaSalle,,,,,0.0,0.0,0.0
2020-03-18,Putnam,,,,,0.0,0.0,0.0
2020-03-18,Pulaski,,,,,0.0,0.0,0.0
2020-03-18,Stark,,,,,0.0,0.0,0.0
2020-03-18,Pike,,,,,0.0,0.0,0.0
2020-03-18,Pope,,,,,0.0,0.0,0.0
2020-03-18,Lee,,,,,0.0,0.0,0.0
2020-03-18,Livingston,,,,,0.0,0.0,0.0
2020-03-18,Logan,,,,,0.0,0.0,0.0
2020-03-18,McDonough,,,,,0.0,0.0,0.0
2020-03-18,McHenry,,,,,4.0,0.0,0.0
2020-03-18,McLean,,,,,0.0,0.0,0.0
2020-03-18,Macon,,,,,0.0,0.0,0.0
2020-03-18,Macoupin,,,,,0.0,0.0,0.0
2020-03-18,Madison,,,,,1.0,0.0,0.0
2020-03-18,Marion,,,,,0.0,0.0,0.0
2020-03-18,Marshall,,,,,0.0,0.0,0.0
2020-03-18,Lawrence,,,,,0.0,0.0,0.0
2020-03-18,Massac,,,,,0.0,0.0,0.0
2020-03-18,Mason,,,,,0.0,0.0,0.0
2020-03-18,Perry,,,,,0.0,0.0,0.0
2020-03-18,Peoria,,,,,3.0,0.0,0.0
2020-03-18,Ogle,,,,,0.0,0.0,0.0
2020-03-18,Moultrie,,,,,0.0,0.0,0.0
2020-03-18,Piatt,,,,,0.0,0.0,0.0
2020-03-18,Montgomery,,,,,0.0,0.0,0.0
2020-03-18,Monroe,,,,,0.0,0.0,0.0
2020-03-18,Mercer,,,,,0.0,0.0,0.0
2020-03-18,Menard,,,,,0.0,0.0,0.0
2020-03-18,Morgan,,,,,0.0,0.0,0.0
2020-03-19,Hancock,,,,,0.0,0.0,0.0
2020-03-19,Fayette,,,,,0.0,0.0,0.0
2020-03-19,Ford,,,,,0.0,0.0,0.0
2020-03-19,Franklin,,,,,0.0,0.0,0.0
2020-03-19,Fulton,,,,,0.0,0.0,0.0
2020-03-19,Gallatin,,,,,0.0,0.0,0.0
2020-03-19,Greene,,,,,0.0,0.0,0.0
2020-03-19,Effingham,,,,,0.0,0.0,0.0
2020-03-19,Grundy,,,,,0.0,0.0,0.0
2020-03-19,Hamilton,,,,,0.0,0.0,0.0
2020-03-19,Hardin,,,,,0.0,0.0,0.0
2020-03-19,Jefferson,,,,,0.0,0.0,0.0
2020-03-19,Henry,,,,,0.0,0.0,0.0
2020-03-19,Iroquois,,,,,0.0,0.0,0.0
2020-03-19,Jackson,,,,,1.0,0.0,0.0
2020-03-19,Jasper,,,,,0.0,0.0,0.0
2020-03-19,Jersey,,,,,0.0,0.0,0.0
2020-03-19,Jo Daviess,,,,,0.0,0.0,0.0
2020-03-19,Johnson,,,,,0.0,0.0,0.0
2020-03-19,Kane,,,,,6.0,0.0,0.0
2020-03-19,Kankakee,,,,,1.0,0.0,0.0
2020-03-19,Kendall,,,,,1.0,0.0,0.0
2020-03-19,Edwards,,,,,0.0,0.0,0.0
2020-03-19,Henderson,,,,,0.0,0.0,0.0
2020-03-19,Edgar,,,,,0.0,0.0,0.0
2020-03-19,Knox,,,,,0.0,0.0,0.0
2020-03-19,Douglas,,,,,0.0,0.0,0.0
2020-03-19,Illinois,,,,,422.0,3.0,0.0
2020-03-19,Chicago,,,,,0.0,0.0,0.0
2020-03-19,Suburban Cook,,,,,0.0,0.0,0.0
2020-03-19,Adams,,,,,0.0,0.0,0.0
2020-03-19,Alexander,,,,,0.0,0.0,0.0
2020-03-19,Bond,,,,,0.0,0.0,0.0
2020-03-19,Boone,,,,,0.0,0.0,0.0
2020-03-19,Brown,,,,,0.0,0.0,0.0
2020-03-19,Bureau,,,,,0.0,0.0,0.0
2020-03-19,Calhoun,,,,,0.0,0.0,0.0
2020-03-19,Carroll,,,,,0.0,0.0,0.0
2020-03-19,Cass,,,,,0.0,0.0,0.0
2020-03-19,Champaign,,,,,1.0,0.0,0.0
2020-03-19,Christian,,,,,0.0,0.0,0.0
2020-03-19,Clark,,,,,0.0,0.0,0.0
2020-03-19,Clay,,,,,0.0,0.0,0.0
2020-03-19,Clinton,,,,,3.0,0.0,0.0
2020-03-19,Coles,,,,,0.0,0.0,0.0
2020-03-19,Cook,,,,,278.0,2.0,0.0
2020-03-19,Crawford,,,,,0.0,0.0,0.0
2020-03-19,Cumberland,,,,,1.0,0.0,0.0
2020-03-19,DeKalb,,,,,0.0,0.0,0.0
2020-03-19,De Witt,,,,,0.0,0.0,0.0
2020-03-19,DuPage,,,,,54.0,0.0,0.0
2020-03-19,Lake,,,,,37.0,0.0,0.0
2020-03-19,Woodford,,,,,2.0,0.0,0.0
2020-03-19,Lawrence,,,,,0.0,0.0,0.0
2020-03-19,Randolph,,,,,0.0,0.0,0.0
2020-03-19,Richland,,,,,0.0,0.0,0.0
2020-03-19,Rock Island,,,,,0.0,0.0,0.0
2020-03-19,St. Clair,,,,,3.0,0.0,0.0
2020-03-19,Saline,,,,,0.0,0.0,0.0
2020-03-19,Sangamon,,,,,4.0,0.0,0.0
2020-03-19,Schuyler,,,,,0.0,0.0,0.0
2020-03-19,Scott,,,,,0.0,0.0,0.0
2020-03-19,Shelby,,,,,0.0,0.0,0.0
2020-03-19,Stephenson,,,,,0.0,0.0,0.0
2020-03-19,Tazewell,,,,,0.0,0.0,0.0
2020-03-19,Union,,,,,0.0,0.0,0.0
2020-03-19,Vermilion,,,,,0.0,0.0,0.0
2020-03-19,Wabash,,,,,0.0,0.0,0.0
2020-03-19,Warren,,,,,0.0,0.0,0.0
2020-03-19,Washington,,,,,1.0,0.0,0.0
2020-03-19,Wayne,,,,,0.0,0.0,0.0
2020-03-19,White,,,,,0.0,0.0,0.0
2020-03-19,Whiteside,,,,,1.0,0.0,0.0
2020-03-19,Will,,,,,9.0,0.0,0.0
2020-03-19,Williamson,,,,,1.0,1.0,0.0
2020-03-19,Winnebago,,,,,1.0,0.0,0.0
2020-03-19,LaSalle,,,,,1.0,0.0,0.0
2020-03-19,Putnam,,,,,0.0,0.0,0.0
2020-03-19,Pulaski,,,,,0.0,0.0,0.0
2020-03-19,Stark,,,,,0.0,0.0,0.0
2020-03-19,Pike,,,,,0.0,0.0,0.0
2020-03-19,Pope,,,,,0.0,0.0,0.0
2020-03-19,Livingston,,,,,0.0,0.0,0.0
2020-03-19,Logan,,,,,0.0,0.0,0.0
2020-03-19,McDonough,,,,,0.0,0.0,0.0
2020-03-19,McHenry,,,,,6.0,0.0,0.0
2020-03-19,McLean,,,,,0.0,0.0,0.0
2020-03-19,Macon,,,,,0.0,0.0,0.0
2020-03-19,Macoupin,,,,,0.0,0.0,0.0
2020-03-19,Madison,,,,,1.0,0.0,0.0
2020-03-19,Marion,,,,,0.0,0.0,0.0
2020-03-19,Marshall,,,,,0.0,0.0,0.0
2020-03-19,Mason,,,,,0.0,0.0,0.0
2020-03-19,Lee,,,,,0.0,0.0,0.0
2020-03-19,Menard,,,,,0.0,0.0,0.0
2020-03-19,Massac,,,,,0.0,0.0,0.0
2020-03-19,Perry,,,,,0.0,0.0,0.0
2020-03-19,Peoria,,,,,3.0,0.0,0.0
2020-03-19,Ogle,,,,,0.0,0.0,0.0
2020-03-19,Moultrie,,,,,0.0,0.0,0.0
2020-03-19,Piatt,,,,,0.0,0.0,0.0
2020-03-19,Montgomery,,,,,0.0,0.0,0.0
2020-03-19,Monroe,,,,,0.0,0.0,0.0
2020-03-19,Mercer,,,,,0.0,0.0,0.0
2020-03-19,Morgan,,,,,0.0,0.0,0.0
2020-03-20,Hancock,,,,,0.0,0.0,0.0
2020-03-20,Fayette,,,,,0.0,0.0,0.0
2020-03-20,Ford,,,,,0.0,0.0,0.0
2020-03-20,Franklin,,,,,0.0,0.0,0.0
2020-03-20,Fulton,,,,,0.0,0.0,0.0
2020-03-20,Gallatin,,,,,0.0,0.0,0.0
2020-03-20,Greene,,,,,0.0,0.0,0.0
2020-03-20,Effingham,,,,,0.0,0.0,0.0
2020-03-20,Grundy,,,,,0.0,0.0,0.0
2020-03-20,Hamilton,,,,,0.0,0.0,0.0
2020-03-20,Hardin,,,,,0.0,0.0,0.0
2020-03-20,Jasper,,,,,0.0,0.0,0.0
2020-03-20,Henry,,,,,0.0,0.0,0.0
2020-03-20,Iroquois,,,,,0.0,0.0,0.0
2020-03-20,Jackson,,,,,1.0,0.0,0.0
2020-03-20,Jefferson,,,,,0.0,0.0,0.0
2020-03-20,Jersey,,,,,0.0,0.0,0.0
2020-03-20,Jo Daviess,,,,,0.0,0.0,0.0
2020-03-20,Johnson,,,,,0.0,0.0,0.0
2020-03-20,Kane,,,,,8.0,0.0,0.0
2020-03-20,Kankakee,,,,,1.0,0.0,0.0
2020-03-20,Edwards,,,,,0.0,0.0,0.0
2020-03-20,Henderson,,,,,0.0,0.0,0.0
2020-03-20,Edgar,,,,,0.0,0.0,0.0
2020-03-20,Kendall,,,,,2.0,0.0,0.0
2020-03-20,Douglas,,,,,0.0,0.0,0.0
2020-03-20,Illinois,,,,,585.0,5.0,4286.0
2020-03-20,Chicago,,,,,0.0,0.0,0.0
2020-03-20,Suburban Cook,,,,,0.0,0.0,0.0
2020-03-20,Adams,,,,,1.0,0.0,0.0
2020-03-20,Alexander,,,,,0.0,0.0,0.0
2020-03-20,Bond,,,,,0.0,0.0,0.0
2020-03-20,Boone,,,,,0.0,0.0,0.0
2020-03-20,Brown,,,,,0.0,0.0,0.0
2020-03-20,Bureau,,,,,0.0,0.0,0.0
2020-03-20,Calhoun,,,,,0.0,0.0,0.0
2020-03-20,Carroll,,,,,0.0,0.0,0.0
2020-03-20,Cass,,,,,0.0,0.0,0.0
2020-03-20,Champaign,,,,,1.0,0.0,0.0
2020-03-20,Christian,,,,,1.0,0.0,0.0
2020-03-20,Clark,,,,,0.0,0.0,0.0
2020-03-20,Clay,,,,,0.0,0.0,0.0
2020-03-20,Clinton,,,,,3.0,0.0,0.0
2020-03-20,Coles,,,,,0.0,0.0,0.0
2020-03-20,Cook,,,,,411.0,3.0,0.0
2020-03-20,Crawford,,,,,0.0,0.0,0.0
2020-03-20,Cumberland,,,,,1.0,0.0,0.0
2020-03-20,DeKalb,,,,,0.0,0.0,0.0
2020-03-20,De Witt,,,,,0.0,0.0,0.0
2020-03-20,DuPage,,,,,57.0,0.0,0.0
2020-03-20,Knox,,,,,0.0,0.0,0.0
2020-03-20,Lake,,,,,53.0,0.0,0.0
2020-03-20,LaSalle,,,,,1.0,0.0,0.0
2020-03-20,Randolph,,,,,0.0,0.0,0.0
2020-03-20,Richland,,,,,0.0,0.0,0.0
2020-03-20,Rock Island,,,,,0.0,0.0,0.0
2020-03-20,St. Clair,,,,,3.0,0.0,0.0
2020-03-20,Saline,,,,,0.0,0.0,0.0
2020-03-20,Sangamon,,,,,4.0,1.0,0.0
2020-03-20,Schuyler,,,,,0.0,0.0,0.0
2020-03-20,Scott,,,,,0.0,0.0,0.0
2020-03-20,Shelby,,,,,0.0,0.0,0.0
2020-03-20,Stephenson,,,,,0.0,0.0,0.0
2020-03-20,Tazewell,,,,,0.0,0.0,0.0
2020-03-20,Union,,,,,0.0,0.0,0.0
2020-03-20,Vermilion,,,,,0.0,0.0,0.0
2020-03-20,Wabash,,,,,0.0,0.0,0.0
2020-03-20,Warren,,,,,0.0,0.0,0.0
2020-03-20,Washington,,,,,1.0,0.0,0.0
2020-03-20,Wayne,,,,,0.0,0.0,0.0
2020-03-20,White,,,,,0.0,0.0,0.0
2020-03-20,Whiteside,,,,,1.0,0.0,0.0
2020-03-20,Will,,,,,10.0,1.0,0.0
2020-03-20,Williamson,,,,,1.0,1.0,0.0
2020-03-20,Winnebago,,,,,2.0,0.0,0.0
2020-03-20,Woodford,,,,,2.0,0.0,0.0
2020-03-20,Putnam,,,,,0.0,0.0,0.0
2020-03-20,Pulaski,,,,,0.0,0.0,0.0
2020-03-20,Stark,,,,,0.0,0.0,0.0
2020-03-20,Pike,,,,,0.0,0.0,0.0
2020-03-20,Lawrence,,,,,0.0,0.0,0.0
2020-03-20,Pope,,,,,0.0,0.0,0.0
2020-03-20,Lee,,,,,0.0,0.0,0.0
2020-03-20,Livingston,,,,,0.0,0.0,0.0
2020-03-20,Logan,,,,,0.0,0.0,0.0
2020-03-20,McDonough,,,,,0.0,0.0,0.0
2020-03-20,McHenry,,,,,8.0,0.0,0.0
2020-03-20,McLean,,,,,4.0,0.0,0.0
2020-03-20,Macoupin,,,,,0.0,0.0,0.0
2020-03-20,Madison,,,,,1.0,0.0,0.0
2020-03-20,Marion,,,,,0.0,0.0,0.0
2020-03-20,Marshall,,,,,0.0,0.0,0.0
2020-03-20,Macon,,,,,0.0,0.0,0.0
2020-03-20,Massac,,,,,0.0,0.0,0.0
2020-03-20,Piatt,,,,,0.0,0.0,0.0
2020-03-20,Mason,,,,,0.0,0.0,0.0
2020-03-20,Peoria,,,,,3.0,0.0,0.0
2020-03-20,Ogle,,,,,0.0,0.0,0.0
2020-03-20,Moultrie,,,,,0.0,0.0,0.0
2020-03-20,Morgan,,,,,0.0,0.0,0.0
2020-03-20,Perry,,,,,0.0,0.0,0.0
2020-03-20,Monroe,,,,,0.0,0.0,0.0
2020-03-20,Mercer,,,,,0.0,0.0,0.0
2020-03-20,Menard,,,,,0.0,0.0,0.0
2020-03-20,Montgomery,,,,,0.0,0.0,0.0
2020-03-21,Hancock,,,,,0.0,0.0,0.0
2020-03-21,Fayette,,,,,0.0,0.0,0.0
2020-03-21,Ford,,,,,0.0,0.0,0.0
2020-03-21,Franklin,,,,,0.0,0.0,0.0
2020-03-21,Fulton,,,,,0.0,0.0,0.0
2020-03-21,Gallatin,,,,,0.0,0.0,0.0
2020-03-21,Greene,,,,,0.0,0.0,0.0
2020-03-21,Grundy,,,,,0.0,0.0,0.0
2020-03-21,Hamilton,,,,,0.0,0.0,0.0
2020-03-21,Effingham,,,,,0.0,0.0,0.0
2020-03-21,Hardin,,,,,0.0,0.0,0.0
2020-03-21,Kendall,,,,,2.0,0.0,0.0
2020-03-21,Henry,,,,,0.0,0.0,0.0
2020-03-21,Iroquois,,,,,0.0,0.0,0.0
2020-03-21,Jackson,,,,,1.0,0.0,0.0
2020-03-21,Jasper,,,,,0.0,0.0,0.0
2020-03-21,Jefferson,,,,,0.0,0.0,0.0
2020-03-21,Jersey,,,,,0.0,0.0,0.0
2020-03-21,Jo Daviess,,,,,0.0,0.0,0.0
2020-03-21,Johnson,,,,,0.0,0.0,0.0
2020-03-21,Kane,,,,,8.0,0.0,0.0
2020-03-21,Kankakee,,,,,2.0,0.0,0.0
2020-03-21,Edwards,,,,,0.0,0.0,0.0
2020-03-21,Henderson,,,,,0.0,0.0,0.0
2020-03-21,Edgar,,,,,0.0,0.0,0.0
2020-03-21,Christian,,,,,1.0,0.0,0.0
2020-03-21,Douglas,,,,,0.0,0.0,0.0
2020-03-21,Knox,,,,,0.0,0.0,0.0
2020-03-21,Illinois,,,,,753.0,6.0,6247.0
2020-03-21,Chicago,,,,,0.0,0.0,0.0
2020-03-21,Suburban Cook,,,,,0.0,0.0,0.0
2020-03-21,Adams,,,,,1.0,0.0,0.0
2020-03-21,Alexander,,,,,0.0,0.0,0.0
2020-03-21,Bond,,,,,0.0,0.0,0.0
2020-03-21,Boone,,,,,0.0,0.0,0.0
2020-03-21,Brown,,,,,0.0,0.0,0.0
2020-03-21,Bureau,,,,,0.0,0.0,0.0
2020-03-21,Calhoun,,,,,0.0,0.0,0.0
2020-03-21,Carroll,,,,,0.0,0.0,0.0
2020-03-21,Cass,,,,,0.0,0.0,0.0
2020-03-21,Champaign,,,,,1.0,0.0,0.0
2020-03-21,Clark,,,,,0.0,0.0,0.0
2020-03-21,Clay,,,,,0.0,0.0,0.0
2020-03-21,Clinton,,,,,3.0,0.0,0.0
2020-03-21,Coles,,,,,0.0,0.0,0.0
2020-03-21,Cook,,,,,548.0,4.0,0.0
2020-03-21,Crawford,,,,,0.0,0.0,0.0
2020-03-21,Cumberland,,,,,1.0,0.0,0.0
2020-03-21,DeKalb,,,,,1.0,0.0,0.0
2020-03-21,De Witt,,,,,0.0,0.0,0.0
2020-03-21,DuPage,,,,,65.0,0.0,0.0
2020-03-21,Lake,,,,,63.0,0.0,0.0
2020-03-21,LaSalle,,,,,1.0,0.0,0.0
2020-03-21,Lawrence,,,,,0.0,0.0,0.0
2020-03-21,Randolph,,,,,0.0,0.0,0.0
2020-03-21,Richland,,,,,0.0,0.0,0.0
2020-03-21,Rock Island,,,,,0.0,0.0,0.0
2020-03-21,St. Clair,,,,,3.0,0.0,0.0
2020-03-21,Saline,,,,,0.0,0.0,0.0
2020-03-21,Sangamon,,,,,4.0,1.0,0.0
2020-03-21,Schuyler,,,,,0.0,0.0,0.0
2020-03-21,Scott,,,,,0.0,0.0,0.0
2020-03-21,Shelby,,,,,0.0,0.0,0.0
2020-03-21,Stark,,,,,0.0,0.0,0.0
2020-03-21,Stephenson,,,,,0.0,0.0,0.0
2020-03-21,Tazewell,,,,,0.0,0.0,0.0
2020-03-21,Union,,,,,0.0,0.0,0.0
2020-03-21,Vermilion,,,,,0.0,0.0,0.0
2020-03-21,Wabash,,,,,0.0,0.0,0.0
2020-03-21,Warren,,,,,0.0,0.0,0.0
2020-03-21,Washington,,,,,1.0,0.0,0.0
2020-03-21,Wayne,,,,,0.0,0.0,0.0
2020-03-21,White,,,,,0.0,0.0,0.0
2020-03-21,Whiteside,,,,,1.0,0.0,0.0
2020-03-21,Will,,,,,12.0,1.0,0.0
2020-03-21,Williamson,,,,,1.0,0.0,0.0
2020-03-21,Winnebago,,,,,4.0,0.0,0.0
